RankId,Rank,Song,Artist,Year
1399,99,The Twelfth of Never,Donny Osmond,1973
1400,100,Papa Was a Rollin' Stone,The Temptations,1973
1401,1,The Way We Were,Barbra Streisand,1974
1402,2,Seasons in the Sun,Terry Jacks,1974
1403,3,Love's Theme,Love Unlimited Orchestra,1974
1404,4,Come and Get Your Love,Redbone,1974
1405,5,Dancing Machine,The Jackson 5,1974
1406,6,The Loco-Motion,Grand Funk Railroad,1974
1407,7,TSOP (The Sound of Philadelphia),MFSB,1974
1408,8,The Streak,Ray Stevens,1974
1409,9,Bennie and the Jets,Elton John,1974
1410,10,One Hell of a Woman,Mac Davis,1974
1411,11,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,1974
1412,12,Jungle Boogie,Kool & the Gang,1974
1413,13,Midnight at the Oasis,Maria Muldaur,1974
1414,14,You Make Me Feel Brand New,The Stylistics,1974
1415,15,Show and Tell,Al Wilson,1974
1416,16,Spiders and Snakes,Jim Stafford,1974
1417,17,Rock On,David Essex,1974
1418,18,Sunshine on My Shoulders,John Denver,1974
1419,19,Sideshow,Blue Magic,1974
1420,20,Hooked on a Feeling,Blue Swede,1974
1421,21,Billy Don't Be a Hero,Bo Donaldson and The Heywoods,1974
1422,22,Band on the Run,Paul McCartney and Wings,1974
1423,23,The Most Beautiful Girl,Charlie Rich,1974
1424,24,Time in a Bottle,Jim Croce,1974
1425,25,Annie's Song,John Denver,1974
1426,26,Let Me Be There,Olivia Newton-John,1974
1427,27,Sundown,Gordon Lightfoot,1974
1428,28,(You're) Having My Baby,Paul Anka,1974
1429,29,Rock Me Gently,Andy Kim,1974
1430,30,Boogie Down,Eddie Kendricks,1974
1431,31,You're Sixteen,Ringo Starr,1974
1432,32,If You Love Me (Let Me Know),Olivia Newton-John,1974
1433,33,Dark Lady,Cher,1974
1434,34,Best Thing That Ever Happened to Me,Gladys Knight & the Pips,1974
1435,35,Feel Like Makin' Love,Roberta Flack,1974
1436,36,Just Don't Want to Be Lonely,The Main Ingredient,1974
1437,37,Nothing from Nothing,Billy Preston,1974
1438,38,Rock Your Baby,George McCrae,1974
1439,39,Top of the World,The Carpenters,1974
1440,40,The Joker,Steve Miller Band,1974
1441,41,I've Got to Use My Imagination,Gladys Knight & the Pips,1974
1442,42,The Show Must Go On,Three Dog Night,1974
1443,43,Rock the Boat,The Hues Corporation,1974
1444,44,Smokin' in the Boys Room,Brownsville Station,1974
1445,45,Living for the City,Stevie Wonder,1974
1446,46,The Night Chicago Died,Paper Lace,1974
1447,47,Then Came You,Dionne Warwick & The Spinners,1974
1448,48,The Entertainer,Marvin Hamlisch,1974
1449,49,Waterloo,ABBA,1974
1450,50,The Air That I Breathe,The Hollies,1974
1451,51,Rikki Don't Lose That Number,Steely Dan,1974
1452,52,Mockingbird,Carly Simon & James Taylor,1974
1453,53,Help Me,Joni Mitchell,1974
1454,54,You Won't See Me,Anne Murray,1974
1455,55,"Never, Never Gonna Give You Up",Barry White,1974
1456,56,Tell Me Something Good,Rufus & Chaka Khan,1974
1457,57,You and Me Against the World,Helen Reddy,1974
1458,58,Rock and Roll Heaven,The Righteous Brothers,1974
1459,59,Hollywood Swinging,Kool & the Gang,1974
1460,60,Be Thankful for What You Got,William DeVaughn,1974
1461,61,Hang on in There Baby,Johnny Bristol,1974
1462,62,Eres tú,Mocedades,1974
1463,63,Takin' Care of Business,Bachman-Turner Overdrive,1974
1464,64,Radar Love,Golden Earring,1974
1465,65,Please Come to Boston,Dave Loggins,1974
1466,66,Keep on Smilin',Wet Willie,1974
1467,67,Lookin' for a Love,Bobby Womack,1974
1468,68,Put Your Hands Together,The O'Jays,1974
1469,69,On and On,Gladys Knight & the Pips,1974
1470,70,Oh Very Young,Cat Stevens,1974
1471,71,Leave Me Alone (Ruby Red Dress),Helen Reddy,1974
1472,72,Goodbye Yellow Brick Road,Elton John,1974
1473,73,(I've Been) Searchin' So Long,Chicago,1974
1474,74,Oh My My,Ringo Starr,1974
1475,75,For the Love of Money,The O'Jays,1974
1476,76,I Shot the Sheriff,Eric Clapton,1974
1477,77,Jet,Paul McCartney and Wings,1974
1478,78,Don't Let the Sun Go Down on Me,Elton John,1974
1479,79,Tubular Bells,Mike Oldfield,1974
1480,80,A Love Song,Anne Murray,1974
1481,81,I'm Leaving It Up to You,Donny and Marie Osmond,1974
1482,82,Hello It's Me,Todd Rundgren,1974
1483,83,I Love,Tom T. Hall,1974
1484,84,Clap for the Wolfman,The Guess Who featuring Wolfman Jack,1974
1485,85,I'll Have to Say I Love You in a Song,Jim Croce,1974
1486,86,The Lord's Prayer,Sister Janet Mead,1974
1487,87,Trying to Hold on to My Woman,Lamont Dozier,1974
1488,88,Don't You Worry 'bout a Thing,Stevie Wonder,1974
1489,89,A Very Special Love Song,Charlie Rich,1974
1490,90,My Girl Bill,Jim Stafford,1974
1491,91,Helen Wheels,Paul McCartney and Wings,1974
1492,92,My Mistake (Was to Love You),Diana Ross & Marvin Gaye,1974
1493,93,Wildwood Weed,Jim Stafford,1974
1494,94,Beach Baby,The First Class,1974
1495,95,Me and Baby Brother,War,1974
1496,96,Rockin' Roll Baby,The Stylistics,1974
1497,97,I Honestly Love You,Olivia Newton-John,1974
1498,98,Call on Me,Chicago,1974
1499,99,Wild Thing,Fancy,1974
1500,100,Mighty Love,The Spinners,1974
1501,1,Love Will Keep Us Together,Captain & Tennille,1975
1502,2,Rhinestone Cowboy,Glen Campbell,1975
1503,3,Philadelphia Freedom,Elton John,1975
1504,4,Before the Next Teardrop Falls,Freddy Fender,1975
1505,5,My Eyes Adored You,Frankie Valli,1975
1506,6,Some Kind of Wonderful,Grand Funk,1975
1507,7,Shining Star,"Earth, Wind & Fire",1975
1508,8,Fame,David Bowie,1975
1509,9,Laughter in the Rain,Neil Sedaka,1975
1510,10,One of These Nights,Eagles,1975
1511,11,Thank God I'm a Country Boy,John Denver,1975
1512,12,Jive Talkin',Bee Gees,1975
1513,13,Best of My Love,Eagles,1975
1514,14,Lovin' You,Minnie Riperton,1975
1515,15,Kung Fu Fighting,Carl Douglas,1975
1516,16,Black Water,The Doobie Brothers,1975
1517,17,The Ballroom Blitz,Sweet,1975
1518,18,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,1975
1519,19,He Don't Love You (Like I Love You),Tony Orlando and Dawn,1975
1520,20,At Seventeen,Janis Ian,1975
1521,21,Pick Up the Pieces,Average White Band,1975
1522,22,The Hustle,Van McCoy & the Soul City Symphony,1975
1523,23,Lady Marmalade,Labelle,1975
1524,24,Why Can't We Be Friends?,War,1975
1525,25,Love Won't Let Me Wait,Major Harris,1975
1526,26,Boogie On Reggae Woman,Stevie Wonder,1975
1527,27,Angie Baby,Helen Reddy,1975
1528,28,Wasted Days and Wasted Nights,Freddy Fender,1975
1529,29,Fight the Power,The Isley Brothers,1975
1530,30,Jackie Blue,Ozark Mountain Daredevils,1975
1531,31,Fire,Ohio Players,1975
1532,32,Magic,Pilot,1975
1533,33,Please Mr. Postman,The Carpenters,1975
1534,34,Sister Golden Hair,America,1975
1535,35,Lucy in the Sky with Diamonds,Elton John,1975
1536,36,Mandy,Barry Manilow,1975
1537,37,Have You Never Been Mellow,Olivia Newton-John,1975
1538,38,Could It Be Magic,Barry Manilow,1975
1539,39,Cat's in the Cradle,Harry Chapin,1975
1540,40,Wildfire,Michael Martin Murphey,1975
1541,41,I'm Not Lisa,Jessi Colter,1975
1542,42,Listen to What the Man Said,Wings,1975
1543,43,I'm Not in Love,10cc,1975
1544,44,I Can Help,Billy Swan,1975
1545,45,Fallin' in Love,"Hamilton, Joe Frank & Reynolds",1975
1546,46,Feelings,Morris Albert,1975
1547,47,When Will I Be Loved,Linda Ronstadt,1975
1548,48,Chevy Van,Sammy Johns,1975
1549,49,"You're the First, the Last, My Everything",Barry White,1975
1550,50,Please Mr. Please,Olivia Newton-John,1975
1551,51,You're No Good,Linda Ronstadt,1975
1552,52,Dynomite,Bazuka,1975
1553,53,Walking in Rhythm,The Blackbyrds,1975
1554,54,The Way We Were / Try to Remember,Gladys Knight & the Pips,1975
1555,55,Midnight Blue,Melissa Manchester,1975
1556,56,"Don't Call Us, We'll Call You",Sugarloaf,1975
1557,57,Poetry Man,Phoebe Snow,1975
1558,58,How Long?,Ace,1975
1559,59,Express,B.T. Express,1975
1560,60,That's the Way of the World,"Earth, Wind & Fire",1975
1561,61,Lady,Styx,1975
1562,62,Bad Time,Grand Funk,1975
1563,63,Only Women Bleed,Alice Cooper,1975
1564,64,Doctor's Orders,Carol Douglas,1975
1565,65,Get Down Tonight,KC and the Sunshine Band,1975
1566,66,One Man Woman/One Woman Man,Paul Anka & Odia Coates,1975
1567,67,You Are So Beautiful,Joe Cocker,1975
1568,68,Feel Like Makin' Love,Bad Company,1975
1569,69,How Sweet It Is (To Be Loved by You),James Taylor,1975
1570,70,Dance with Me,Orleans,1975
1571,71,Cut the Cake,Average White Band,1975
1572,72,Never Can Say Goodbye,Gloria Gaynor,1975
1573,73,I Don't Like to Sleep Alone,Paul Anka & Odia Coates,1975
1574,74,Morning Side of the Mountain,Donny & Marie Osmond,1975
1575,75,When Will I See You Again,The Three Degrees,1975
1576,76,"Get Down, Get Down (Get on the Floor)",Joe Simon,1975
1577,77,I'm Sorry,John Denver,1975
1578,78,Killer Queen,Queen,1975
1579,79,Shoeshine Boy,Eddie Kendricks,1975
1580,80,Do It ('Til You're Satisfied),B.T. Express,1975
1581,81,Can't Get It Out of My Head,Electric Light Orchestra,1975
1582,82,Sha-La-La (Make Me Happy),Al Green,1975
1583,83,Lonely People,America,1975
1584,84,You Got the Love,Rufus,1975
1585,85,The Rockford Files Theme,Mike Post,1975
1586,86,It Only Takes a Minute,Tavares,1975
1587,87,No No Song,Ringo Starr,1975
1588,88,Junior's Farm,Paul McCartney & Wings,1975
1589,89,Bungle in the Jungle,Jethro Tull,1975
1590,90,Long Tall Glasses (I Can Dance),Leo Sayer,1975
1591,91,Misty,Ray Stevens,1975
1592,92,Someone Saved My Life Tonight,Elton John,1975
1593,93,Bad Blood,Neil Sedaka,1975
1594,94,Only Yesterday,The Carpenters,1975
1595,95,I'm on Fire,Dwight Twilley Band,1975
1596,96,Only You (And You Alone),Ringo Starr,1975
1597,97,Third Rate Romance,Amazing Rhythm Aces,1975
1598,98,You Ain't Seen Nothing Yet,Bachman–Turner Overdrive,1975
1599,99,Swearin' to God,Frankie Valli,1975
1600,100,Get Dancin',Disco-Tex and the Sex-O-Lettes,1975
1601,1,Silly Love Songs,Wings,1976
1602,2,Don't Go Breaking My Heart,Elton John & Kiki Dee,1976
1603,3,Disco Lady,Johnnie Taylor,1976
1604,4,"December, 1963 (Oh, What a Night)",The Four Seasons,1976
1605,5,Play That Funky Music,Wild Cherry,1976
1606,6,Kiss and Say Goodbye,The Manhattans,1976
1607,7,Love Machine,The Miracles,1976
1608,8,50 Ways to Leave Your Lover,Paul Simon,1976
1609,9,Love Is Alive,Gary Wright,1976
1610,10,A Fifth of Beethoven,Walter Murphy & The Big Apple Band,1976
1611,11,Sara Smile,Hall & Oates,1976
1612,12,Afternoon Delight,Starland Vocal Band,1976
1613,13,I Write the Songs,Barry Manilow,1976
1614,14,"Fly, Robin, Fly",Silver Convention,1976
1615,15,Love Hangover,Diana Ross,1976
1616,16,Get Closer,Seals and Crofts,1976
1617,17,"More, More, More",Andrea True Connection,1976
1618,18,Bohemian Rhapsody,Queen,1976
1619,19,Misty Blue,Dorothy Moore,1976
1620,20,Boogie Fever,The Sylvers,1976
1621,21,I'd Really Love to See You Tonight,England Dan & John Ford Coley,1976
1622,22,You Sexy Thing,Hot Chocolate,1976
1623,23,Love Hurts,Nazareth,1976
1624,24,Get Up and Boogie,Silver Convention,1976
1625,25,Take It to the Limit,Eagles,1976
1626,26,"(Shake, Shake, Shake) Shake Your Booty",KC and the Sunshine Band,1976
1627,27,Sweet Love,Commodores,1976
1628,28,Right Back Where We Started From,Maxine Nightingale,1976
1629,29,Theme from S.W.A.T.,Rhythm Heritage,1976
1630,30,Love Rollercoaster,Ohio Players,1976
1631,31,You Should Be Dancing,Bee Gees,1976
1632,32,You'll Never Find Another Love Like Mine,Lou Rawls,1976
1633,33,Golden Years,David Bowie,1976
1634,34,Moonlight Feels Right,Starbuck,1976
1635,35,Only Sixteen,Dr. Hook,1976
1636,36,Let Your Love Flow,The Bellamy Brothers,1976
1637,37,Dream Weaver,Gary Wright,1976
1638,38,Turn the Beat Around,Vicki Sue Robinson,1976
1639,39,Lonely Night (Angel Face),Captain & Tennille,1976
1640,40,All by Myself,Eric Carmen,1976
1641,41,Love to Love You Baby,Donna Summer,1976
1642,42,Deep Purple,Donny & Marie Osmond,1976
1643,43,Theme from Mahogany (Do You Know Where You're Going To),Diana Ross,1976
1644,44,Sweet Thing,Rufus,1976
1645,45,That's the Way (I Like It),KC and the Sunshine Band,1976
1646,46,A Little Bit More,Dr. Hook,1976
1647,47,Shannon,Henry Gross,1976
1648,48,If You Leave Me Now,Chicago,1976
1649,49,Lowdown,Boz Scaggs,1976
1650,50,Show Me the Way,Peter Frampton,1976
1651,51,Dream On,Aerosmith,1976
1652,52,I Love Music,The O'Jays,1976
1653,53,Say You Love Me,Fleetwood Mac,1976
1654,54,Times of Your Life,Paul Anka,1976
1655,55,Devil Woman,Cliff Richard,1976
1656,56,Fooled Around and Fell in Love,Elvin Bishop,1976
1657,57,Convoy,C. W. McCall,1976
1658,58,Welcome Back,John Sebastian,1976
1659,59,Sing a Song,"Earth, Wind & Fire",1976
1660,60,Heaven Must Be Missing an Angel,Tavares,1976
1661,61,I'll Be Good to You,The Brothers Johnson,1976
1662,62,Rock and Roll Music,The Beach Boys,1976
1663,63,Shop Around,Captain & Tennille,1976
1664,64,Saturday Night,Bay City Rollers,1976
1665,65,Island Girl,Elton John,1976
1666,66,Let's Do It Again,The Staple Singers,1976
1667,67,Let 'Em In,Wings,1976
1668,68,Baby Face,Wing and a Prayer Fife and Drum Corps,1976
1669,69,This Masquerade,George Benson,1976
1670,70,Evil Woman,Electric Light Orchestra,1976
1671,71,Wham Bam,Silver,1976
1672,72,I'm Easy,Keith Carradine,1976
1673,73,Wake Up Everybody,Harold Melvin & the Blue Notes,1976
1674,74,Summer,War,1976
1675,75,Let Her In,John Travolta,1976
1676,76,Fox on the Run,Sweet,1976
1677,77,Rhiannon,Fleetwood Mac,1976
1678,78,Got to Get You into My Life,The Beatles,1976
1679,79,Fanny (Be Tender with My Love),Bee Gees,1976
1680,80,Getaway,"Earth, Wind & Fire",1976
1681,81,She's Gone,Hall & Oates,1976
1682,82,Still the One,Orleans,1976
1683,83,You're My Best Friend,Queen,1976
1684,84,With Your Love,Jefferson Starship,1976
1685,85,Slow Ride,Foghat,1976
1686,86,Who'd She Coo?,Ohio Players,1976
1687,87,The Boys Are Back in Town,Thin Lizzy,1976
1688,88,Walk Away from Love,David Ruffin,1976
1689,89,"Baby, I Love Your Way (Live)",Peter Frampton,1976
1690,90,Young Hearts Run Free,Candi Staton,1976
1691,91,Breaking Up Is Hard to Do,Neil Sedaka,1976
1692,92,Money Honey,Bay City Rollers,1976
1693,93,Give Up the Funk (Tear the Roof off the Sucker),Parliament,1976
1694,94,Junk Food Junkie,Larry Groce,1976
1695,95,Tryin' to Get the Feeling Again,Barry Manilow,1976
1696,96,Rock and Roll All Nite,Kiss,1976
1697,97,Disco Duck,Rick Dees & His Cast of Idiots,1976
1698,98,Take the Money and Run,Steve Miller Band,1976
1699,99,Squeeze Box,The Who,1976
1700,100,Country Boy (You Got Your Feet in L.A.),Glen Campbell,1976
1701,1,Tonight's the Night (Gonna Be Alright),Rod Stewart,1977
1702,2,I Just Want to Be Your Everything,Andy Gibb,1977
1703,3,Best of My Love,The Emotions,1977
1704,4,Evergreen (Love Theme from A Star Is Born),Barbra Streisand,1977
1705,5,Angel in Your Arms,Hot,1977
1706,6,I Like Dreamin',Kenny Nolan,1977
1707,7,Don't Leave Me This Way,Thelma Houston,1977
1708,8,(Your Love Has Lifted Me) Higher and Higher,Rita Coolidge,1977
1709,9,Undercover Angel,Alan O'Day,1977
1710,10,Torn Between Two Lovers,Mary MacGregor,1977
1711,11,I'm Your Boogie Man,KC and the Sunshine Band,1977
1712,12,Dancing Queen,ABBA,1977
1713,13,You Make Me Feel Like Dancing,Leo Sayer,1977
1714,14,Margaritaville,Jimmy Buffett,1977
1715,15,Telephone Line,Electric Light Orchestra,1977
1716,16,Whatcha Gonna Do?,Pablo Cruise,1977
1717,17,Do You Wanna Make Love,Peter McCann,1977
1718,18,Sir Duke,Stevie Wonder,1977
1719,19,Hotel California,Eagles,1977
1720,20,Got to Give It Up,Marvin Gaye,1977
1721,21,Gonna Fly Now,"Bill Conti, DeEtta Little and Nelson Pigford",1977
1722,22,Southern Nights,Glen Campbell,1977
1723,23,Rich Girl,Hall & Oates,1977
1724,24,When I Need You,Leo Sayer,1977
1725,25,Hot Line,The Sylvers,1977
1726,26,Car Wash,Rose Royce,1977
1727,27,You Don't Have to Be a Star (To Be in My Show),Marilyn McCoo & Billy Davis Jr.,1977
1728,28,Fly Like an Eagle,Steve Miller Band,1977
1729,29,Don't Give Up on Us,David Soul,1977
1730,30,On and On,Stephen Bishop,1977
1731,31,Feels Like the First Time,Foreigner,1977
1732,32,Couldn't Get It Right,Climax Blues Band,1977
1733,33,Easy,Commodores,1977
1734,34,Right Time of the Night,Jennifer Warnes,1977
1735,35,I've Got Love on My Mind,Natalie Cole,1977
1736,36,Blinded by the Light,Manfred Mann's Earth Band,1977
1737,37,Looks Like We Made It,Barry Manilow,1977
1738,38,So in to You,Atlanta Rhythm Section,1977
1739,39,Dreams,Fleetwood Mac,1977
1740,40,Enjoy Yourself,The Jacksons,1977
1741,41,Dazz,Brick,1977
1742,42,I'm in You,Peter Frampton,1977
1743,43,Lucille,Kenny Rogers,1977
1744,44,The Things We Do for Love,10cc,1977
1745,45,Da Doo Ron Ron,Shaun Cassidy,1977
1746,46,Handy Man,James Taylor,1977
1747,47,Just a Song Before I Go,"Crosby, Stills & Nash",1977
1748,48,You and Me,Alice Cooper,1977
1749,49,Swayin' to the Music (Slow Dancing),Johnny Rivers,1977
1750,50,Lonely Boy,Andrew Gold,1977
1751,51,I Wish,Stevie Wonder,1977
1752,52,Don't Stop,Fleetwood Mac,1977
1753,53,Barracuda,Heart,1977
1754,54,Strawberry Letter 23,The Brothers Johnson,1977
1755,55,Night Moves,Bob Seger & The Silver Bullet Band,1977
1756,56,You're My World,Helen Reddy,1977
1757,57,Heard It in a Love Song,The Marshall Tucker Band,1977
1758,58,Carry On Wayward Son,Kansas,1977
1759,59,New Kid in Town,Eagles,1977
1760,60,My Heart Belongs to Me,Barbra Streisand,1977
1761,61,After the Lovin',Engelbert Humperdinck,1977
1762,62,Jet Airliner,Steve Miller Band,1977
1763,63,Stand Tall,Burton Cummings,1977
1764,64,Way Down,Elvis Presley,1977
1765,65,Weekend in New England,Barry Manilow,1977
1766,66,It Was Almost Like a Song,Ronnie Milsap,1977
1767,67,Smoke from a Distant Fire,Sanford-Townsend Band,1977
1768,68,Cold as Ice,Foreigner,1977
1769,69,Ariel,Dean Friedman,1977
1770,70,Lost Without Your Love,Bread,1977
1771,71,Star Wars Theme/Cantina Band,Meco,1977
1772,72,Float On,The Floaters,1977
1773,73,Jeans On,Lord David Dundas,1977
1774,74,Lido Shuffle,Boz Scaggs,1977
1775,75,Keep It Comin' Love,KC and the Sunshine Band,1977
1776,76,You Made Me Believe in Magic,Bay City Rollers,1977
1777,77,Livin' Thing,Electric Light Orchestra,1977
1778,78,Give a Little Bit,Supertramp,1977
1779,79,That's Rock 'n' Roll,Shaun Cassidy,1977
1780,80,Love So Right,Bee Gees,1977
1781,81,The Rubberband Man,The Spinners,1977
1782,82,I Never Cry,Alice Cooper,1977
1783,83,Nobody Does It Better,Carly Simon,1977
1784,84,High School Dance,The Sylvers,1977
1785,85,Love's Grown Deep,Kenny Nolan,1977
1786,86,Ain't Gonna Bump No More (With No Big Fat Woman),Joe Tex,1977
1787,87,I Wanna Get Next to You,Rose Royce,1977
1788,88,Somebody to Love,Queen,1977
1789,89,Muskrat Love,Captain & Tennille,1977
1790,90,Walk This Way,Aerosmith,1977
1791,91,Cherchez La Femme,Dr. Buzzard's Original Savannah Band,1977
1792,92,Year of the Cat,Al Stewart,1977
1793,93,Boogie Nights,Heatwave,1977
1794,94,Go Your Own Way,Fleetwood Mac,1977
1795,95,Sorry Seems to Be the Hardest Word,Elton John,1977
1796,96,Don't Worry Baby,B.J. Thomas,1977
1797,97,"Knowing Me, Knowing You",ABBA,1977
1798,98,How Much Love,Leo Sayer,1977
1799,99,Star Wars (Main Title),London Symphony Orchestra,1977
1800,100,Devil's Gun,C.J. & Company,1977
1801,1,Shadow Dancing,Andy Gibb,1978
1802,2,Night Fever,Bee Gees,1978
1803,3,You Light Up My Life,Debby Boone,1978
1804,4,Stayin' Alive,Bee Gees,1978
1805,5,Kiss You All Over,Exile,1978
1806,6,How Deep Is Your Love,Bee Gees,1978
1807,7,Baby Come Back,Player,1978
1808,8,(Love Is) Thicker Than Water,Andy Gibb,1978
1809,9,Boogie Oogie Oogie,A Taste of Honey,1978
1810,10,Three Times a Lady,Commodores,1978
1811,11,Grease,Frankie Valli,1978
1812,12,I Go Crazy,Paul Davis,1978
1813,13,You're the One That I Want,John Travolta & Olivia Newton-John,1978
1814,14,Emotion,Samantha Sang,1978
1815,15,Lay Down Sally,Eric Clapton,1978
1816,16,Miss You,The Rolling Stones,1978
1817,17,Just the Way You Are,Billy Joel,1978
1818,18,With a Little Luck,Wings,1978
1819,19,If I Can't Have You,Yvonne Elliman,1978
1820,20,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,1978
1821,21,Feels So Good,Chuck Mangione,1978
1822,22,Hot Child in the City,Nick Gilder,1978
1823,23,Love Is Like Oxygen,Sweet,1978
1824,24,It's a Heartache,Bonnie Tyler,1978
1825,25,We Will Rock You/We Are the Champions,Queen,1978
1826,26,Baker Street,Gerry Rafferty,1978
1827,27,Can't Smile Without You,Barry Manilow,1978
1828,28,"Too Much, Too Little, Too Late",Johnny Mathis & Deniece Williams,1978
1829,29,Dance With Me,Peter Brown,1978
1830,30,Two Out of Three Ain't Bad,Meat Loaf,1978
1831,31,Jack And Jill,Raydio,1978
1832,32,Take a Chance on Me,ABBA,1978
1833,33,Sometimes When We Touch,Dan Hill,1978
1834,34,Last Dance,Donna Summer,1978
1835,35,Hopelessly Devoted to You,Olivia Newton-John,1978
1836,36,Hot Blooded,Foreigner,1978
1837,37,You're in My Heart (The Final Acclaim),Rod Stewart,1978
1838,38,The Closer I Get to You,Roberta Flack & Donny Hathaway,1978
1839,39,Dust in the Wind,Kansas,1978
1840,40,Magnet and Steel,Walter Egan,1978
1841,41,Short People,Randy Newman,1978
1842,42,Use ta Be My Girl,The O'Jays,1978
1843,43,Our Love,Natalie Cole,1978
1844,44,Love Will Find a Way,Pablo Cruise,1978
1845,45,An Everlasting Love,Andy Gibb,1978
1846,46,Love Is in the Air,John Paul Young,1978
1847,47,Goodbye Girl,David Gates,1978
1848,48,Slip Slidin' Away,Paul Simon,1978
1849,49,The Groove Line,Heatwave,1978
1850,50,Thunder Island,Jay Ferguson,1978
1851,51,Imaginary Lover,Atlanta Rhythm Section,1978
1852,52,Still the Same,Bob Seger & The Silver Bullet Band,1978
1853,53,My Angel Baby,Toby Beau,1978
1854,54,Disco Inferno,The Trammps,1978
1855,55,On Broadway,George Benson,1978
1856,56,Come Sail Away,Styx,1978
1857,57,(Every Time I Turn Around) Back in Love Again,L.T.D.,1978
1858,58,This Time I'm in It for Love,Player,1978
1859,59,You Belong to Me,Carly Simon,1978
1860,60,Here You Come Again,Dolly Parton,1978
1861,61,Blue Bayou,Linda Ronstadt,1978
1862,62,Peg,Steely Dan,1978
1863,63,You Needed Me,Anne Murray,1978
1864,64,Shame,"Evelyn ""Champagne"" King",1978
1865,65,Reminiscing,Little River Band,1978
1866,66,Count On Me,Jefferson Starship,1978
1867,67,Baby Hold On,Eddie Money,1978
1868,68,Hey Deanie,Shaun Cassidy,1978
1869,69,Summer Nights,John Travolta & Olivia Newton-John,1978
1870,70,What's Your Name,Lynyrd Skynyrd,1978
1871,71,Don't It Make My Brown Eyes Blue,Crystal Gayle,1978
1872,72,Because the Night,Patti Smith Group,1978
1873,73,Every Kinda People,Robert Palmer,1978
1874,74,Copacabana,Barry Manilow,1978
1875,75,Always and Forever,Heatwave,1978
1876,76,You and I,Rick James,1978
1877,77,Serpentine Fire,"Earth, Wind & Fire",1978
1878,78,Sentimental Lady,Bob Welch,1978
1879,79,Falling,LeBlanc & Carr,1978
1880,80,Don't Let Me Be Misunderstood,Santa Esmeralda,1978
1881,81,Bluer Than Blue,Michael Johnson,1978
1882,82,Running on Empty,Jackson Browne,1978
1883,83,Whenever I Call You 'Friend',Kenny Loggins & Stevie Nicks,1978
1884,84,Fool (If You Think It's Over),Chris Rea,1978
1885,85,Get Off,Foxy,1978
1886,86,Sweet Talkin' Woman,Electric Light Orchestra,1978
1887,87,Life's Been Good,Joe Walsh,1978
1888,88,I Love the Nightlife,Alicia Bridges,1978
1889,89,You Can't Turn Me Off (In The Middle Of Turning Me On),High Inergy,1978
1890,90,It's So Easy,Linda Ronstadt,1978
1891,91,Native New Yorker,Odyssey,1978
1892,92,Flash Light,Parliament,1978
1893,93,Don't Look Back,Boston,1978
1894,94,Turn to Stone,Electric Light Orchestra,1978
1895,95,I Can't Stand the Rain,Eruption,1978
1896,96,Ebony Eyes,Bob Welch,1978
1897,97,The Name of the Game,ABBA,1978
1898,98,We're All Alone,Rita Coolidge,1978
1899,99,Hollywood Nights,Bob Seger & The Silver Bullet Band,1978
1900,100,Deacon Blues,Steely Dan,1978
1901,1,My Sharona,The Knack,1979
1902,2,Bad Girls,Donna Summer,1979
1903,3,Le Freak,Chic,1979
1904,4,Da Ya Think I'm Sexy?,Rod Stewart,1979
1905,5,Reunited,Peaches & Herb,1979
1906,6,I Will Survive,Gloria Gaynor,1979
1907,7,Hot Stuff,Donna Summer,1979
1908,8,Y.M.C.A.,Village People,1979
1909,9,Ring My Bell,Anita Ward,1979
1910,10,Sad Eyes,Robert John,1979
1911,11,Too Much Heaven,Bee Gees,1979
1912,12,MacArthur Park,Donna Summer,1979
1913,13,When You're in Love with a Beautiful Woman,Dr. Hook,1979
1914,14,Makin' It,David Naughton,1979
1915,15,Fire,The Pointer Sisters,1979
1916,16,Tragedy,Bee Gees,1979
1917,17,A Little More Love,Olivia Newton-John,1979
1918,18,Heart of Glass,Blondie,1979
1919,19,What a Fool Believes,The Doobie Brothers,1979
1920,20,Good Times,Chic,1979
1921,21,You Don't Bring Me Flowers,Neil Diamond & Barbra Streisand,1979
1922,22,Knock on Wood,Amii Stewart,1979
1923,23,Stumblin' In,Suzi Quatro & Chris Norman,1979
1924,24,Lead Me On,Maxine Nightingale,1979
1925,25,Shake Your Body (Down to the Ground),The Jacksons,1979
1926,26,Don't Cry Out Loud,Melissa Manchester,1979
1927,27,The Logical Song,Supertramp,1979
1928,28,My Life,Billy Joel,1979
1929,29,Just When I Needed You Most,Randy VanWarmer,1979
1930,30,You Can't Change That,Raydio,1979
1931,31,Shake Your Groove Thing,Peaches & Herb,1979
1932,32,I'll Never Love This Way Again,Dionne Warwick,1979
1933,33,Love You Inside Out,Bee Gees,1979
1934,34,I Want You to Want Me,Cheap Trick,1979
1935,35,The Main Event/Fight,Barbra Streisand,1979
1936,36,Mama Can't Buy You Love,Elton John,1979
1937,37,I Was Made for Dancin',Leif Garrett,1979
1938,38,After the Love Has Gone,"Earth, Wind & Fire",1979
1939,39,Heaven Knows,Donna Summer and Brooklyn Dreams,1979
